sale_id,order_id,order_date,customer_id,product_id,quantity,unit_price,discount,total_amount
48,20,2023-05-10,983,442,2,719.73,0.23,1108.38
49,20,2023-05-10,983,455,4,585.24,0.19,1896.18
50,20,2023-05-10,983,343,1,338.36,0.16,284.22
51,21,2024-08-14,1971,339,4,938.52,0.29,2665.4
52,21,2024-08-14,1971,165,4,317.26,0.07,1180.21
53,21,2024-08-14,1971,136,3,378.87,0.21,897.92
54,21,2024-08-14,1971,181,5,394.99,0.25,1481.21
55,22,2024-11-06,1986,356,1,661.12,0.02,647.9
56,22,2024-11-06,1986,254,1,807.73,0.06,759.27
57,23,2024-04-24,1771,97,4,133.59,0.03,518.33
58,23,2024-04-24,1771,107,5,550.23,0.23,2118.39
59,23,2024-04-24,1771,264,3,595.94,0.23,1376.62
60,23,2024-04-24,1771,160,4,473.87,0.2,1516.38
61,24,2023-04-19,4133,113,3,249.53,0.12,658.76
62,24,2023-04-19,4133,232,5,652.15,0.15,2771.64
63,25,2023-07-12,3279,143,4,355.51,0.05,1350.94
64,26,2024-08-14,2517,76,4,843.33,0.26,2496.26
65,27,2023-09-04,903,458,4,394.17,0.06,1482.08
66,28,2024-05-02,235,232,3,652.15,0.08,1799.93
67,28,2024-05-02,235,475,5,140.0,0.03,679.0
68,28,2024-05-02,235,221,2,318.98,0.05,606.06
69,28,2024-05-02,235,258,4,530.13,0.15,1802.44
70,28,2024-05-02,235,28,4,580.48,0.08,2136.17
71,29,2023-02-20,802,375,4,452.76,0.06,1702.38
72,29,2023-02-20,802,97,4,133.59,0.05,507.64
73,29,2023-02-20,802,142,5,426.53,0.18,1748.77
74,29,2023-02-20,802,266,4,205.14,0.03,795.94
75,30,2024-10-23,409,491,1,422.4,0.07,392.83
76,30,2024-10-23,409,28,1,580.48,0.17,481.8
77,31,2023-03-09,1956,52,3,930.72,0.07,2596.71
78,31,2023-03-09,1956,318,4,451.94,0.12,1590.83
79,31,2023-03-09,1956,52,2,930.72,0.22,1451.92
80,31,2023-03-09,1956,451,3,65.41,0.15,166.8
81,31,2023-03-09,1956,88,2,828.78,0.1,1491.8
82,32,2024-12-23,2360,148,1,594.46,0.03,576.63
83,32,2024-12-23,2360,258,5,530.13,0.14,2279.56
84,32,2024-12-23,2360,157,2,251.06,0.05,477.01
85,32,2024-12-23,2360,349,1,427.42,0.05,406.05
86,32,2024-12-23,2360,171,4,906.99,0.04,3482.84
87,33,2024-11-13,105,220,3,369.99,0.01,1098.87
88,33,2024-11-13,105,499,3,628.42,0.26,1395.09
89,33,2024-11-13,105,88,1,828.78,0.18,679.6
90,33,2024-11-13,105,497,4,417.93,0.17,1387.53
91,34,2023-09-11,4001,57,1,834.46,0.25,625.85
92,34,2023-09-11,4001,291,3,822.75,0.25,1851.19
93,34,2023-09-11,4001,269,5,586.16,0.05,2784.26
94,34,2023-09-11,4001,76,1,843.33,0.03,818.03
95,35,2024-04-08,2750,377,3,535.54,0.3,1124.63
96,35,2024-04-08,2750,132,4,384.65,0.08,1415.51
97,35,2024-04-08,2750,235,1,445.63,0.25,334.22
98,35,2024-04-08,2750,155,3,150.2,0.27,328.94
99,36,2024-05-10,4881,139,5,413.59,0.22,1613.0
100,37,2023-06-01,170,439,2,288.3,0.2,461.28
101,37,2023-06-01,170,73,3,378.46,0.15,965.07
102,37,2023-06-01,170,126,5,518.0,0.22,2020.2
103,37,2023-06-01,170,499,4,628.42,0.11,2237.18
104,38,2023-07-18,732,328,1,535.57,0.29,380.25
105,38,2023-07-18,732,450,5,918.19,0.27,3351.39
106,38,2023-07-18,732,231,5,370.62,0.05,1760.44
107,38,2023-07-18,732,467,3,179.1,0.27,392.23
108,39,2024-08-26,3204,484,3,66.61,0.09,181.85
109,39,2024-08-26,3204,22,5,140.39,0.16,589.64
110,39,2024-08-26,3204,176,5,404.88,0.04,1943.42
111,39,2024-08-26,3204,408,4,285.01,0.17,946.23
112,40,2023-10-23,2843,497,1,417.93,0.15,355.24
113,41,2024-04-22,1206,268,3,257.51,0.19,625.75
114,41,2024-04-22,1206,341,2,118.48,0.09,215.63
115,42,2023-03-08,2362,8,4,599.65,0.01,2374.61
116,42,2023-03-08,2362,145,5,456.62,0.04,2191.78
117,42,2023-03-08,2362,251,3,249.1,0.0,747.3
118,43,2024-11-07,2886,26,3,263.44,0.04,758.71
119,44,2024-05-29,2321,80,1,305.36,0.21,241.23
120,44,2024-05-29,2321,74,2,793.37,0.13,1380.46
121,44,2024-05-29,2321,471,1,287.07,0.09,261.23
122,44,2024-05-29,2321,17,4,578.78,0.28,1666.89
123,44,2024-05-29,2321,128,4,19.64,0.13,68.35
124,45,2023-09-25,804,306,3,354.96,0.05,1011.64
125,45,2023-09-25,804,224,3,190.91,0.24,435.27
126,45,2023-09-25,804,72,2,727.03,0.08,1337.74
127,46,2024-07-21,3411,155,3,150.2,0.03,437.08
128,46,2024-07-21,3411,291,4,822.75,0.16,2764.44
129,47,2024-03-23,3080,71,5,196.69,0.13,855.6
130,48,2024-05-30,2567,240,3,80.02,0.13,208.85
131,48,2024-05-30,2567,216,4,496.17,0.14,1706.82
132,48,2024-05-30,2567,468,5,669.32,0.01,3313.13
133,49,2023-04-01,3449,315,3,411.07,0.24,937.24
134,49,2023-04-01,3449,298,5,135.97,0.11,605.07
135,50,2024-08-02,4451,28,4,580.48,0.04,2229.04
136,50,2024-08-02,4451,344,1,86.3,0.14,74.22
137,50,2024-08-02,4451,391,5,397.95,0.14,1711.18
138,51,2023-03-28,446,139,1,413.59,0.1,372.23
139,52,2023-10-25,798,247,3,132.65,0.26,294.48
140,52,2023-10-25,798,63,5,530.55,0.2,2122.2
141,52,2023-10-25,798,379,1,201.04,0.21,158.82
142,52,2023-10-25,798,265,2,133.99,0.17,222.42
143,52,2023-10-25,798,496,4,99.41,0.04,381.73
144,53,2023-11-05,1268,369,1,281.13,0.24,213.66
145,53,2023-11-05,1268,320,2,863.49,0.03,1675.17
146,53,2023-11-05,1268,1,2,162.14,0.18,265.91
147,54,2024-06-16,992,127,2,165.46,0.03,320.99
148,55,2024-06-01,202,201,1,22.15,0.28,15.95
149,55,2024-06-01,202,154,4,275.44,0.15,936.5
150,55,2024-06-01,202,95,2,522.03,0.25,783.04
151,55,2024-06-01,202,280,3,191.01,0.25,429.77
152,56,2024-11-04,3598,64,4,659.57,0.04,2532.75
153,56,2024-11-04,3598,12,2,356.79,0.04,685.04
154,56,2024-11-04,3598,382,2,513.89,0.05,976.39
155,56,2024-11-04,3598,380,5,82.64,0.06,388.41
156,56,2024-11-04,3598,246,3,376.26,0.09,1027.19
157,57,2024-08-25,820,189,3,678.71,0.12,1791.79
158,57,2024-08-25,820,358,1,568.81,0.14,489.18
159,57,2024-08-25,820,417,4,486.67,0.04,1868.81
160,57,2024-08-25,820,146,4,618.78,0.04,2376.12
161,58,2023-01-12,3191,156,1,22.27,0.19,18.04
162,58,2023-01-12,3191,458,5,394.17,0.13,1714.64
163,58,2023-01-12,3191,465,3,221.24,0.29,471.24
164,58,2023-01-12,3191,240,4,80.02,0.08,294.47
165,58,2023-01-12,3191,82,3,117.33,0.15,299.19
166,59,2023-08-04,4123,463,5,31.76,0.12,139.74
167,59,2023-08-04,4123,33,2,615.36,0.2,984.58
168,59,2023-08-04,4123,181,5,394.99,0.1,1777.46
169,60,2023-10-13,1148,473,4,720.04,0.02,2822.56
170,60,2023-10-13,1148,430,4,190.78,0.11,679.18
171,60,2023-10-13,1148,242,5,589.89,0.2,2359.56
172,61,2024-12-26,4719,398,5,655.31,0.08,3014.43
173,61,2024-12-26,4719,358,3,568.81,0.18,1399.27
174,61,2024-12-26,4719,298,3,135.97,0.18,334.49
175,61,2024-12-26,4719,425,4,320.11,0.02,1254.83
176,61,2024-12-26,4719,16,2,105.35,0.07,195.95
177,62,2024-05-26,871,166,2,613.43,0.29,871.07
178,62,2024-05-26,871,414,2,103.23,0.03,200.27
179,62,2024-05-26,871,451,2,65.41,0.22,102.04
180,62,2024-05-26,871,197,4,840.37,0.28,2420.27
181,63,2024-09-18,508,59,1,402.03,0.25,301.52
182,63,2024-09-18,508,38,4,926.24,0.23,2852.82
183,63,2024-09-18,508,311,1,500.13,0.28,360.09
184,64,2023-04-21,2631,194,2,204.82,0.3,286.75
185,64,2023-04-21,2631,294,5,95.84,0.06,450.45
186,64,2023-04-21,2631,130,4,418.92,0.13,1457.84
187,64,2023-04-21,2631,147,2,79.61,0.06,149.67
188,65,2024-03-20,1328,415,2,136.02,0.03,263.88
189,65,2024-03-20,1328,13,1,140.66,0.06,132.22
190,65,2024-03-20,1328,415,2,136.02,0.27,198.59
191,65,2024-03-20,1328,185,4,232.26,0.17,771.1
192,65,2024-03-20,1328,443,1,606.29,0.1,545.66
193,66,2024-05-23,4327,427,2,425.49,0.17,706.31
194,66,2024-05-23,4327,243,5,308.92,0.11,1374.69
195,67,2023-05-22,4577,225,4,695.01,0.19,2251.83
196,68,2024-08-05,581,66,5,95.25,0.09,433.39
197,69,2024-05-25,967,27,5,436.19,0.16,1832.0
198,69,2024-05-25,967,12,2,356.79,0.25,535.19
199,70,2023-09-15,2375,361,3,420.09,0.02,1235.06
200,70,2023-09-15,2375,447,2,316.67,0.29,449.67
201,70,2023-09-15,2375,39,5,504.76,0.17,2094.75
202,70,2023-09-15,2375,437,5,232.3,0.28,836.28
203,71,2023-11-16,4097,317,1,144.96,0.16,121.77
204,71,2023-11-16,4097,457,1,704.37,0.17,584.63
205,71,2023-11-16,4097,480,3,174.63,0.2,419.11
206,71,2023-11-16,4097,17,3,578.78,0.13,1510.62
207,72,2023-12-09,1643,72,2,727.03,0.16,1221.41
208,73,2024-11-10,2701,121,4,679.84,0.02,2664.97
209,74,2024-09-16,4620,178,1,73.51,0.28,52.93
210,75,2024-09-19,4901,455,5,585.24,0.14,2516.53
211,76,2023-10-05,1061,54,1,680.34,0.15,578.29
212,77,2024-10-27,1846,221,4,318.98,0.09,1161.09
213,77,2024-10-27,1846,436,2,537.17,0.01,1063.6
214,77,2024-10-27,1846,29,1,67.59,0.23,52.04
215,78,2024-07-01,1608,441,4,285.43,0.2,913.38
216,78,2024-07-01,1608,378,1,632.74,0.17,525.17
217,78,2024-07-01,1608,27,4,436.19,0.23,1343.47
218,78,2024-07-01,1608,357,2,526.39,0.13,915.92
219,78,2024-07-01,1608,219,5,536.26,0.04,2574.05
220,79,2023-05-01,3588,463,3,31.76,0.11,84.8
221,79,2023-05-01,3588,176,4,404.88,0.28,1166.05
222,79,2023-05-01,3588,122,2,186.14,0.03,361.11
223,79,2023-05-01,3588,6,2,687.26,0.12,1209.58
224,79,2023-05-01,3588,386,5,52.42,0.17,217.54
225,80,2023-09-13,123,40,1,926.26,0.04,889.21
226,81,2023-10-17,1480,161,3,472.51,0.18,1162.37
227,82,2023-10-27,2001,311,4,500.13,0.14,1720.45
228,82,2023-10-27,2001,63,1,530.55,0.02,519.94
229,83,2023-07-30,4454,362,3,553.19,0.27,1211.49
230,83,2023-07-30,4454,440,2,807.72,0.13,1405.43
231,83,2023-07-30,4454,155,3,150.2,0.23,346.96
232,83,2023-07-30,4454,150,2,302.02,0.16,507.39
233,84,2023-11-23,2192,258,1,530.13,0.02,519.53
234,84,2023-11-23,2192,462,4,409.03,0.21,1292.53
235,84,2023-11-23,2192,319,4,228.46,0.08,840.73
236,84,2023-11-23,2192,105,2,592.11,0.25,888.16
237,84,2023-11-23,2192,267,2,411.83,0.09,749.53
238,85,2023-08-04,4530,191,2,713.38,0.01,1412.49
239,86,2024-12-16,1926,333,4,488.47,0.29,1387.25
240,86,2024-12-16,1926,11,4,341.9,0.25,1025.7
241,86,2024-12-16,1926,139,3,413.59,0.18,1017.43
242,86,2024-12-16,1926,154,1,275.44,0.02,269.93
243,87,2024-01-29,4996,10,4,29.16,0.12,102.64
244,87,2024-01-29,4996,23,2,144.02,0.06,270.76
245,87,2024-01-29,4996,95,4,522.03,0.16,1754.02
246,87,2024-01-29,4996,339,3,938.52,0.01,2787.4
247,88,2023-01-27,2850,387,3,254.02,0.28,548.68
248,88,2023-01-27,2850,465,3,221.24,0.24,504.43
249,88,2023-01-27,2850,303,2,228.4,0.23,351.74
250,88,2023-01-27,2850,175,5,303.37,0.13,1319.66
251,88,2023-01-27,2850,219,1,536.26,0.24,407.56
252,89,2024-02-02,4533,440,5,807.72,0.14,3473.2
253,89,2024-02-02,4533,294,5,95.84,0.23,368.98
254,89,2024-02-02,4533,134,2,162.89,0.29,231.3
255,90,2023-09-01,3829,465,1,221.24,0.08,203.54
256,90,2023-09-01,3829,350,3,689.97,0.03,2007.81
257,91,2024-07-09,2048,173,5,898.11,0.12,3951.68
258,91,2024-07-09,2048,316,3,234.14,0.11,625.15
259,91,2024-07-09,2048,338,3,203.08,0.23,469.11
260,92,2023-01-13,4981,158,5,171.33,0.2,685.32
261,93,2023-07-03,2167,237,1,501.28,0.13,436.11
262,93,2023-07-03,2167,239,1,179.65,0.29,127.55
263,93,2023-07-03,2167,246,5,376.26,0.07,1749.61
264,93,2023-07-03,2167,30,5,296.41,0.28,1067.08
265,94,2024-09-16,2265,161,1,472.51,0.13,411.08
266,94,2024-09-16,2265,133,3,186.46,0.08,514.63
267,94,2024-09-16,2265,254,2,807.73,0.07,1502.38
268,94,2024-09-16,2265,90,2,765.9,0.26,1133.53
269,94,2024-09-16,2265,336,1,557.58,0.07,518.55
270,95,2023-07-08,316,441,4,285.43,0.17,947.63
271,95,2023-07-08,316,22,5,140.39,0.22,547.52
272,95,2023-07-08,316,32,3,71.91,0.29,153.17
273,95,2023-07-08,316,9,3,226.36,0.16,570.43
274,95,2023-07-08,316,23,5,144.02,0.07,669.69
275,96,2023-03-21,895,228,1,193.01,0.15,164.06
276,96,2023-03-21,895,122,2,186.14,0.1,335.05
277,96,2023-03-21,895,191,4,713.38,0.02,2796.45
278,96,2023-03-21,895,219,3,536.26,0.04,1544.43
279,96,2023-03-21,895,168,5,63.91,0.24,242.86
280,97,2024-02-22,2745,241,3,271.59,0.19,659.96
281,97,2024-02-22,2745,83,3,439.13,0.01,1304.22
282,97,2024-02-22,2745,477,2,41.73,0.27,60.93
283,98,2023-04-19,210,109,3,103.5,0.15,263.93
284,98,2023-04-19,210,400,5,443.81,0.24,1686.48
285,98,2023-04-19,210,365,3,33.85,0.28,73.12
286,98,2023-04-19,210,194,5,204.82,0.01,1013.86
287,98,2023-04-19,210,372,2,21.02,0.11,37.42
288,99,2023-03-21,643,290,5,398.28,0.3,1393.98
289,99,2023-03-21,643,323,5,357.89,0.22,1395.77
290,100,2023-05-05,4416,409,1,709.01,0.18,581.39
291,100,2023-05-05,4416,338,5,203.08,0.16,852.94
292,100,2023-05-05,4416,163,3,181.77,0.06,512.59
293,100,2023-05-05,4416,295,3,459.12,0.27,1005.47
294,100,2023-05-05,4416,169,2,499.1,0.24,758.63
295,101,2023-08-25,2966,162,1,183.33,0.21,144.83
296,101,2023-08-25,2966,228,4,193.01,0.11,687.12
297,101,2023-08-25,2966,181,5,394.99,0.15,1678.71
298,101,2023-08-25,2966,469,3,711.25,0.2,1707.0
299,102,2023-08-24,4958,403,4,538.71,0.07,2004.0
300,102,2023-08-24,4958,424,2,124.55,0.28,179.35
301,102,2023-08-24,4958,126,4,518.0,0.2,1657.6
302,102,2023-08-24,4958,341,2,118.48,0.18,194.31
303,103,2023-12-16,2351,61,1,123.03,0.12,108.27
304,103,2023-12-16,2351,259,2,457.91,0.17,760.13
305,103,2023-12-16,2351,324,2,528.06,0.27,770.97
306,104,2023-01-16,3720,62,4,172.01,0.08,633.0
307,104,2023-01-16,3720,284,4,518.84,0.22,1618.78
308,105,2023-02-04,1036,13,2,140.66,0.3,196.92
309,105,2023-02-04,1036,68,5,61.48,0.26,227.48
310,105,2023-02-04,1036,471,4,287.07,0.27,838.24
311,105,2023-02-04,1036,182,2,536.52,0.12,944.28
312,106,2023-09-05,4563,61,3,123.03,0.27,269.44
313,106,2023-09-05,4563,460,3,365.82,0.18,899.92
314,106,2023-09-05,4563,316,1,234.14,0.3,163.9
315,107,2023-03-17,371,487,4,89.08,0.27,260.11
316,107,2023-03-17,371,323,4,357.89,0.22,1116.62
317,107,2023-03-17,371,224,3,190.91,0.23,441.0
318,108,2023-07-07,1103,470,5,301.85,0.03,1463.97
319,108,2023-07-07,1103,459,1,20.59,0.18,16.88
320,108,2023-07-07,1103,190,4,326.41,0.11,1162.02
321,108,2023-07-07,1103,225,2,695.01,0.15,1181.52
322,108,2023-07-07,1103,302,3,828.51,0.28,1789.58
323,109,2023-08-26,794,253,3,170.5,0.01,506.38
324,109,2023-08-26,794,266,5,205.14,0.17,851.33
325,109,2023-08-26,794,433,4,370.15,0.09,1347.35
326,110,2023-11-23,3147,489,2,624.75,0.01,1237.0
327,110,2023-11-23,3147,484,2,66.61,0.13,115.9
328,111,2024-08-11,2280,161,1,472.51,0.1,425.26
329,111,2024-08-11,2280,85,1,455.23,0.09,414.26
330,111,2024-08-11,2280,250,4,76.44,0.07,284.36
331,111,2024-08-11,2280,87,3,719.71,0.28,1554.57
332,111,2024-08-11,2280,133,5,186.46,0.23,717.87
333,112,2024-11-13,1898,73,1,378.46,0.06,355.75
334,112,2024-11-13,1898,430,5,190.78,0.23,734.5
335,112,2024-11-13,1898,15,5,531.1,0.27,1938.51
336,113,2024-07-04,4423,4,4,604.42,0.25,1813.26
337,113,2024-07-04,4423,14,3,415.29,0.06,1171.12
338,114,2024-03-12,4679,267,2,411.83,0.25,617.75
339,114,2024-03-12,4679,152,1,231.36,0.21,182.77
340,114,2024-03-12,4679,471,1,287.07,0.13,249.75
341,114,2024-03-12,4679,222,4,77.9,0.08,286.67
342,115,2023-10-13,1121,496,3,99.41,0.24,226.65
343,116,2023-03-18,1823,81,5,672.33,0.1,3025.49
344,116,2023-03-18,1823,233,5,273.34,0.2,1093.36
345,116,2023-03-18,1823,38,3,926.24,0.27,2028.47
346,117,2024-03-19,315,478,5,354.09,0.1,1593.4
347,118,2024-11-07,4573,486,1,124.97,0.07,116.22
348,119,2024-01-21,4804,345,2,36.99,0.08,68.06
349,119,2024-01-21,4804,78,4,445.0,0.24,1352.8
350,120,2023-10-17,4070,102,1,447.08,0.29,317.43
351,120,2023-10-17,4070,439,2,288.3,0.0,576.6
352,121,2024-05-17,552,313,2,69.51,0.21,109.83
353,121,2024-05-17,552,20,4,13.53,0.21,42.75
354,121,2024-05-17,552,315,4,411.07,0.19,1331.87
355,121,2024-05-17,552,121,3,679.84,0.15,1733.59
356,121,2024-05-17,552,337,2,57.98,0.26,85.81
357,122,2023-10-27,1900,251,4,249.1,0.18,817.05
358,122,2023-10-27,1900,279,4,569.05,0.09,2071.34
359,122,2023-10-27,1900,113,1,249.53,0.29,177.17
360,122,2023-10-27,1900,460,3,365.82,0.13,954.79
361,123,2023-11-30,3664,340,4,156.26,0.03,606.29
362,123,2023-11-30,3664,238,3,118.91,0.2,285.38
363,124,2024-12-14,2848,361,2,420.09,0.23,646.94
364,124,2024-12-14,2848,248,4,59.46,0.18,195.03
365,124,2024-12-14,2848,352,2,409.76,0.01,811.32
366,124,2024-12-14,2848,138,5,493.83,0.06,2321.0
367,125,2023-03-04,3351,396,3,431.29,0.08,1190.36
368,125,2023-03-04,3351,163,4,181.77,0.12,639.83
369,125,2023-03-04,3351,227,4,566.36,0.12,1993.59
370,125,2023-03-04,3351,468,1,669.32,0.08,615.77
371,125,2023-03-04,3351,373,2,767.73,0.1,1381.91
372,126,2023-11-12,374,210,2,91.72,0.17,152.26
373,126,2023-11-12,374,86,5,301.56,0.06,1417.33
374,126,2023-11-12,374,321,1,749.21,0.28,539.43
375,126,2023-11-12,374,315,5,411.07,0.1,1849.82
376,127,2024-07-06,4956,487,1,89.08,0.24,67.7
377,128,2024-12-22,740,468,3,669.32,0.23,1546.13
378,128,2024-12-22,740,284,1,518.84,0.2,415.07
379,128,2024-12-22,740,266,2,205.14,0.11,365.15
380,129,2023-06-10,1626,203,2,407.82,0.09,742.23
381,129,2023-06-10,1626,83,3,439.13,0.1,1185.65
382,129,2023-06-10,1626,111,5,777.58,0.22,3032.56
383,129,2023-06-10,1626,482,1,675.32,0.01,668.57
384,129,2023-06-10,1626,11,5,341.9,0.03,1658.21
385,130,2024-05-11,3260,81,3,672.33,0.09,1835.46
386,131,2024-10-08,1885,18,3,707.12,0.22,1654.66
387,131,2024-10-08,1885,417,4,486.67,0.2,1557.34
388,132,2023-10-04,1075,40,1,926.26,0.15,787.32
389,133,2023-01-21,3403,381,5,818.43,0.18,3355.56
390,134,2023-04-08,1244,406,4,544.9,0.06,2048.82
391,134,2023-04-08,1244,311,3,500.13,0.24,1140.3
392,134,2023-04-08,1244,218,5,105.93,0.22,413.13
393,134,2023-04-08,1244,155,3,150.2,0.14,387.52
394,134,2023-04-08,1244,52,3,930.72,0.29,1982.43
395,135,2024-04-27,4721,150,4,302.02,0.03,1171.84
396,135,2024-04-27,4721,496,4,99.41,0.17,330.04
397,135,2024-04-27,4721,248,3,59.46,0.27,130.22
398,135,2024-04-27,4721,274,5,326.64,0.07,1518.88
399,136,2024-05-23,142,488,3,88.48,0.23,204.39
400,136,2024-05-23,142,366,1,85.14,0.14,73.22
401,136,2024-05-23,142,296,1,77.4,0.12,68.11
402,136,2024-05-23,142,119,4,881.06,0.11,3136.57
403,137,2023-04-22,4614,171,2,906.99,0.24,1378.62
404,137,2023-04-22,4614,500,1,440.12,0.03,426.92
405,137,2023-04-22,4614,87,2,719.71,0.26,1065.17
406,138,2024-08-30,4013,43,2,29.32,0.12,51.6
407,138,2024-08-30,4013,430,4,190.78,0.16,641.02
408,139,2023-08-27,4642,393,4,433.67,0.08,1595.91
409,140,2023-12-12,2552,19,3,17.55,0.21,41.59
410,140,2023-12-12,2552,307,4,153.41,0.26,454.09
411,141,2024-12-07,2197,387,5,254.02,0.24,965.28
412,141,2024-12-07,2197,280,4,191.01,0.09,695.28
413,142,2023-11-26,1932,363,4,443.15,0.15,1506.71
414,142,2023-11-26,1932,440,1,807.72,0.28,581.56
415,142,2023-11-26,1932,218,1,105.93,0.11,94.28
416,142,2023-11-26,1932,388,1,61.8,0.05,58.71
417,143,2023-06-20,996,225,1,695.01,0.01,688.06
418,143,2023-06-20,996,218,4,105.93,0.05,402.53
419,144,2024-05-13,4298,384,5,686.2,0.13,2984.97
420,144,2024-05-13,4298,5,3,516.41,0.04,1487.26
421,145,2024-11-23,2411,268,3,257.51,0.18,633.47
422,145,2024-11-23,2411,191,5,713.38,0.2,2853.52
423,145,2024-11-23,2411,73,3,378.46,0.16,953.72
424,146,2024-09-20,1675,266,5,205.14,0.08,943.64
425,146,2024-09-20,1675,237,2,501.28,0.28,721.84
426,146,2024-09-20,1675,475,2,140.0,0.05,266.0
427,147,2023-01-11,3882,214,2,354.82,0.05,674.16
428,147,2023-01-11,3882,35,1,313.64,0.09,285.41
429,147,2023-01-11,3882,97,2,133.59,0.21,211.07
430,148,2024-04-14,4406,49,1,867.67,0.19,702.81
431,148,2024-04-14,4406,305,2,130.77,0.02,256.31
432,148,2024-04-14,4406,326,5,219.13,0.27,799.82
433,149,2024-10-05,2826,476,2,28.42,0.08,52.29
434,150,2024-08-21,3492,189,5,678.71,0.23,2613.03
435,150,2024-08-21,3492,479,3,839.9,0.17,2091.35
436,150,2024-08-21,3492,329,2,151.98,0.02,297.88
437,151,2023-04-16,1249,144,2,378.95,0.08,697.27
438,151,2023-04-16,1249,53,2,530.7,0.24,806.66
439,152,2024-10-22,4812,170,5,336.65,0.23,1296.1
440,152,2024-10-22,4812,304,5,390.72,0.08,1797.31
441,152,2024-10-22,4812,414,5,103.23,0.2,412.92
442,152,2024-10-22,4812,243,2,308.92,0.05,586.95
443,153,2023-08-10,1900,476,5,28.42,0.04,136.42
444,154,2024-05-01,1351,166,1,613.43,0.27,447.8
445,155,2023-05-21,428,414,4,103.23,0.13,359.24
446,155,2023-05-21,428,242,3,589.89,0.09,1610.4
447,155,2023-05-21,428,390,1,549.29,0.07,510.84
448,155,2023-05-21,428,202,4,83.02,0.23,255.7
449,155,2023-05-21,428,362,4,553.19,0.11,1969.36
450,156,2023-11-21,4277,41,5,21.83,0.25,81.86
451,156,2023-11-21,4277,490,2,305.13,0.28,439.39
452,156,2023-11-21,4277,427,3,425.49,0.21,1008.41
453,156,2023-11-21,4277,431,4,455.33,0.17,1511.7
454,156,2023-11-21,4277,251,3,249.1,0.21,590.37
455,157,2024-03-21,4571,92,1,812.0,0.26,600.88
456,157,2024-03-21,4571,438,4,639.12,0.23,1968.49
457,157,2024-03-21,4571,178,4,73.51,0.06,276.4
458,158,2023-07-15,4586,192,2,785.25,0.28,1130.76
459,158,2023-07-15,4586,6,2,687.26,0.13,1195.83
460,158,2023-07-15,4586,270,2,194.78,0.0,389.56
461,158,2023-07-15,4586,159,3,550.92,0.03,1603.18
